image,width,height,class,min_x,min_y,max_x,max_y
^002745.png,400,500,bus,62,11,376,467
^002745.png,400,500,car,1,295,31,355
^002745.png,400,500,car,25,291,62,314
^002746.png,640,480,car,33,130,601,418
^002747.png,500,375,cat,8,80,466,375
^002748.png,500,333,motorbike,58,135,393,326
^002748.png,500,333,person,259,24,368,306
^002748.png,500,333,person,146,28,291,303
^002748.png,500,333,person,61,28,153,304
^002751.png,500,375,dog,8,3,476,368
^002752.png,640,480,car,104,70,529,450
^002752.png,640,480,car,1,111,96,274
^002752.png,640,480,person,612,101,633,136
^002753.png,500,334,person,142,70,380,291
^002753.png,500,334,motorbike,5,81,486,272
^002754.png,500,356,motorbike,86,141,375,304
^002754.png,500,356,person,125,74,273,242
^002756.png,640,480,bicycle,29,126,296,480
^002756.png,640,480,bicycle,260,65,393,332
^002756.png,640,480,bicycle,338,63,480,289
^002756.png,640,480,bicycle,416,39,551,207
^002759.png,500,375,dog,200,152,350,287
^002762.png,640,480,car,37,161,574,390
^002762.png,640,480,car,1,168,38,268
^002765.png,640,480,car,225,138,456,262
^002766.png,640,480,sheep,429,237,551,410
^002766.png,640,480,sheep,267,255,422,387
^002766.png,640,480,sheep,165,299,315,426
^002768.png,500,375,dog,61,1,471,271
^002769.png,326,500,bus,13,322,239,454
^002771.png,500,375,cat,309,139,406,306
^002773.png,500,333,person,271,78,377,333
^002773.png,500,333,person,192,101,309,333
^002773.png,500,333,motorbike,101,211,374,333
^002773.png,500,333,person,361,142,416,216
^002776.png,500,375,horse,206,155,399,305
^002777.png,640,480,cat,132,25,570,397
^002778.png,640,480,sheep,408,182,520,254
^002778.png,640,480,sheep,235,135,370,225
^002778.png,640,480,sheep,190,155,241,209
^002778.png,640,480,sheep,117,322,233,381
^002781.png,500,375,car,47,44,408,338
^002781.png,500,375,person,75,61,132,298
^002783.png,500,418,dog,322,111,475,334
^002783.png,500,418,dog,15,16,166,296
^002784.png,500,375,cat,2,79,297,346
^002786.png,640,480,car,326,171,640,362
^002786.png,640,480,person,510,190,568,249
^002786.png,640,480,person,87,149,135,268
^002786.png,640,480,person,47,152,105,274
^002787.png,375,500,bus,107,246,281,427
^002788.png,375,500,sheep,102,222,181,310
^002789.png,640,425,person,370,267,420,386
^002789.png,640,425,person,124,284,174,396
^002789.png,640,425,person,198,274,265,373
^002794.png,640,480,car,46,167,596,407
^002797.png,500,400,horse,160,151,465,362
^002797.png,500,400,person,264,82,347,284
^002798.png,500,375,horse,143,4,441,362
^002801.png,500,375,motorbike,14,19,407,374
^002801.png,500,375,motorbike,304,80,485,330
^002801.png,500,375,car,1,73,220,253
^002802.png,500,329,horse,70,2,500,328
^002802.png,500,329,person,73,113,181,328
^002802.png,500,329,person,125,112,263,329
^002802.png,500,329,person,213,91,411,329
^002806.png,500,402,cat,143,35,386,346
^002807.png,640,480,car,100,28,522,455
^002809.png,500,375,dog,33,75,500,337
^002810.png,640,480,sheep,101,150,489,348
^002814.png,346,500,horse,199,273,323,431
^002814.png,346,500,person,222,218,275,344
^002817.png,500,375,cat,127,195,337,315
^002819.png,276,500,motorbike,65,148,240,404
^002819.png,276,500,person,49,51,226,318
^002821.png,500,333,person,173,110,305,333
^002821.png,500,333,person,359,108,500,333
^002821.png,500,333,horse,1,27,214,333
^002821.png,500,333,horse,216,95,386,333
^002823.png,640,480,sheep,346,200,412,262
^002823.png,640,480,sheep,304,220,401,307
^002823.png,640,480,sheep,203,220,259,262
^002823.png,640,480,sheep,215,200,278,262
^002825.png,500,375,motorbike,174,234,341,337
^002827.png,500,334,cow,31,107,51,126
^002827.png,500,334,cow,1,109,19,124
^002827.png,500,334,cow,141,114,160,131
^002827.png,500,334,cow,429,120,471,155
^002827.png,500,334,cow,159,116,206,152
^002827.png,500,334,cow,202,115,233,154
^002827.png,500,334,cow,245,114,281,163
^002827.png,500,334,cow,277,116,333,166
^002827.png,500,334,cow,291,127,375,180
^002828.png,640,480,bicycle,125,19,569,474
^002829.png,500,333,cat,81,31,499,280
^002830.png,640,480,bicycle,23,19,617,431
^002831.png,640,480,bus,3,93,293,255
^002831.png,640,480,car,457,189,640,283
^002834.png,500,500,person,158,54,365,485
^002834.png,500,500,motorbike,96,200,484,474
^002834.png,500,500,car,312,149,389,227
^002838.png,500,341,bicycle,277,198,351,310
^002838.png,500,341,bicycle,337,186,404,263
^002838.png,500,341,bicycle,219,178,283,301
^002838.png,500,341,bicycle,149,192,227,297
^002840.png,500,375,dog,201,235,277,315
^002840.png,500,375,dog,178,220,312,279
^002840.png,500,375,person,295,139,381,233
^002840.png,500,375,car,302,84,343,107
^002840.png,500,375,car,274,86,305,105
^002843.png,640,480,cat,14,61,639,414
^002845.png,500,375,motorbike,29,68,434,345
^002845.png,500,375,person,205,4,455,358
^002846.png,500,375,horse,5,48,444,375
^002846.png,500,375,person,418,164,432,215
^002847.png,640,480,car,288,143,475,263
^002850.png,640,480,car,131,44,528,458
^002851.png,366,500,dog,49,29,318,464
^002854.png,640,480,car,43,140,610,359
^002856.png,500,333,dog,2,21,242,333
^002860.png,640,480,bicycle,52,85,585,444
^002861.png,500,375,bus,98,33,455,327
^002861.png,500,375,person,68,202,90,243
^002861.png,500,375,person,29,203,54,246
^002861.png,500,375,bicycle,19,227,65,255
^002861.png,500,375,car,438,193,500,266
^002861.png,500,375,person,197,65,226,92
^002861.png,500,375,person,257,82,274,102
^002861.png,500,375,person,283,83,303,107
^002861.png,500,375,person,313,92,330,114
^002861.png,500,375,person,335,96,348,115
^002861.png,500,375,person,359,100,373,119
^002861.png,500,375,person,378,107,388,121
^002861.png,500,375,person,276,194,289,213
^002861.png,500,375,person,266,196,279,213
^002861.png,500,375,person,292,195,308,211
^002861.png,500,375,person,322,200,336,213
^002861.png,500,375,person,366,194,379,211
^002863.png,500,322,car,91,148,471,240
^002864.png,500,375,cat,50,1,500,375
^002870.png,640,480,sheep,271,208,500,354
^002871.png,640,480,car,8,154,569,393
^002873.png,500,375,motorbike,51,179,305,330
^002873.png,500,375,motorbike,301,174,460,291
^002874.png,333,500,dog,142,164,333,486
^002877.png,640,480,car,203,218,402,281
^002877.png,640,480,bus,314,185,552,243
^002877.png,640,480,car,1,244,58,288
^002879.png,375,500,cat,122,256,258,479
^002884.png,500,481,sheep,1,22,465,481
^002885.png,640,480,horse,163,209,349,326
^002886.png,480,640,dog,228,261,386,566
^002888.png,500,375,cat,67,9,485,375
^002895.png,375,500,motorbike,71,107,352,497
^002895.png,375,500,motorbike,25,11,178,196
^002897.png,500,377,dog,91,5,388,260
^002898.png,640,480,car,215,171,390,271
^002898.png,640,480,car,114,184,203,241
^002899.png,500,375,horse,112,142,181,319
^002900.png,500,375,horse,344,113,500,260
^002900.png,500,375,horse,2,54,404,367
^002900.png,500,375,person,79,103,111,139
^002900.png,500,375,person,424,101,453,126
^002901.png,640,480,car,142,237,384,330
^002906.png,640,480,sheep,65,102,474,417
^002907.png,640,480,cow,132,156,529,402
^002908.png,480,360,dog,102,27,312,352
^002910.png,640,480,cow,98,187,371,480
^002910.png,640,480,cow,1,184,97,480
^002914.png,500,401,cat,29,17,500,401
^002915.png,500,274,bus,13,14,499,259
^002919.png,375,500,cow,41,68,364,456
^002920.png,375,500,bus,67,1,375,445
^002920.png,375,500,person,162,192,206,264
^002922.png,500,375,sheep,72,4,500,374
^002923.png,500,366,dog,191,81,376,345
^002924.png,640,425,car,73,58,565,392
^002924.png,640,425,car,271,58,507,174
^002924.png,640,425,car,53,68,166,154
^002927.png,640,480,car,222,190,351,282
^002927.png,640,480,car,603,193,640,245
^002928.png,640,480,cat,36,84,314,350
^002928.png,640,480,person,393,1,640,309
^002929.png,500,375,dog,20,139,164,261
^002929.png,500,375,dog,175,240,500,375
^002930.png,500,375,bus,171,74,310,273
^002930.png,500,375,bus,136,177,175,224
^002930.png,500,375,bus,1,121,94,248
^002930.png,500,375,person,111,195,134,252
^002930.png,500,375,person,383,185,399,230
^002932.png,500,333,horse,71,22,500,332
^002934.png,500,333,motorbike,75,70,457,303
^002935.png,640,480,cow,251,155,471,331
^002936.png,640,480,sheep,206,171,391,412
^002937.png,640,480,car,229,163,562,299
^002937.png,640,480,car,351,121,461,164
^002941.png,500,375,motorbike,229,123,405,375
^002941.png,500,375,person,230,34,403,308
^002945.png,640,480,cow,95,130,541,480
^002946.png,500,375,dog,184,79,283,300
^002946.png,500,375,dog,280,29,408,128
^002946.png,500,375,car,1,1,307,106
^002947.png,500,375,cat,35,125,422,295
^002950.png,500,333,horse,136,43,275,263
^002950.png,500,333,horse,249,9,500,286
^002950.png,500,333,person,269,58,338,325
^002950.png,500,333,person,166,110,238,333
^002950.png,500,333,person,355,1,408,156
^002950.png,500,333,person,340,1,371,68
^002951.png,640,480,car,41,149,590,378
^002951.png,640,480,car,121,106,179,161
^002954.png,640,480,sheep,269,269,326,324
^002954.png,640,480,sheep,167,273,236,333
^002954.png,640,480,sheep,107,276,162,338
^002954.png,640,480,sheep,10,298,87,360
^002954.png,640,480,sheep,474,236,558,291
^002956.png,375,500,horse,91,170,226,482
^002956.png,375,500,car,326,167,375,231
^002957.png,500,375,cat,1,1,485,300
^002965.png,500,375,dog,40,160,284,350
^002965.png,500,375,person,351,43,438,282
^002965.png,500,375,bicycle,295,31,325,82
^002965.png,500,375,person,284,1,312,80
^002966.png,640,480,car,82,43,553,473
^002966.png,640,480,car,11,28,72,69
^002966.png,640,480,car,204,28,256,45
^002966.png,640,480,car,296,30,354,52
^002966.png,640,480,car,377,33,457,69
^002966.png,640,480,car,437,14,560,92
^002966.png,640,480,car,75,28,170,66
^002968.png,500,375,motorbike,153,57,316,313
^002972.png,640,480,cow,228,134,517,340
^002972.png,640,480,cow,125,142,215,241
^002972.png,640,480,cow,1,177,37,216
^002973.png,640,480,bicycle,107,63,527,467
^002976.png,500,375,cat,92,102,305,254
^002976.png,500,375,cat,145,95,423,343
^002976.png,500,375,cat,224,65,427,264
^002979.png,500,375,cat,5,141,442,339
^002981.png,500,333,cow,402,107,500,263
^002981.png,500,333,cow,332,106,421,185
^002981.png,500,333,cow,252,109,296,156
^002981.png,500,333,cow,150,105,265,180
^002981.png,500,333,cow,1,83,164,172
^002981.png,500,333,cow,2,107,111,199
^002983.png,640,480,car,105,34,529,438
^002983.png,640,480,car,1,143,73,355
^002984.png,500,375,person,191,30,412,365
^002984.png,500,375,person,157,117,288,270
^002988.png,409,500,cat,147,103,262,191
^002990.png,500,375,person,100,35,198,346
^002990.png,500,375,person,183,52,280,338
^002990.png,500,375,person,257,46,355,363
^002992.png,500,375,dog,68,10,470,375
^002994.png,500,375,bicycle,210,104,500,301
^002994.png,500,375,bicycle,29,82,185,228
^002995.png,640,480,car,58,161,612,373
^002996.png,640,480,car,35,105,590,432
^002999.png,500,375,cat,90,84,419,334
^003001.png,500,375,person,476,138,500,220
^003001.png,500,375,person,483,183,500,223
^003001.png,500,375,person,475,198,500,331
^003001.png,500,375,person,473,224,488,316
^003001.png,500,375,person,461,167,479,241
^003001.png,500,375,person,433,170,473,269
^003001.png,500,375,person,426,171,463,279
^003001.png,500,375,person,398,160,421,241
^003001.png,500,375,person,385,176,397,230
^003001.png,500,375,person,418,170,437,207
^003001.png,500,375,bus,33,6,444,368
^003001.png,500,375,person,257,52,298,92
^003001.png,500,375,person,146,183,174,216
^003001.png,500,375,person,169,185,186,212
^003001.png,500,375,person,191,195,210,221
^003001.png,500,375,person,284,189,313,226
^003002.png,500,375,cat,25,1,430,375
^003004.png,350,460,person,2,3,349,457
^003004.png,350,460,person,290,176,311,225
^003004.png,350,460,person,88,154,130,194
^003004.png,350,460,person,50,171,82,209
^003004.png,350,460,person,1,217,35,346
^003004.png,350,460,person,21,217,42,254
^003007.png,640,480,car,22,132,575,403
^003008.png,500,375,motorbike,15,100,451,331
^003010.png,500,375,dog,14,68,500,329
^003014.png,500,400,bus,227,173,445,319
^003014.png,500,400,car,188,287,265,339
^003014.png,500,400,car,174,291,197,331
^003016.png,500,374,bus,12,76,482,295
^003017.png,640,480,car,187,232,465,338
^003017.png,640,480,person,227,234,252,266
^003021.png,375,500,bus,3,3,374,499
^003022.png,351,500,bicycle,33,160,200,494
^003022.png,351,500,person,34,17,208,422
^003022.png,351,500,person,217,138,316,355
^003022.png,351,500,person,297,155,351,355
^003022.png,351,500,person,303,132,351,204
^003022.png,351,500,person,283,104,332,173
^003022.png,351,500,person,9,191,62,358
^003022.png,351,500,person,1,107,59,345
^003022.png,351,500,person,195,124,229,276
^003022.png,351,500,person,151,195,200,350
^003023.png,392,500,cat,223,432,283,487
^003024.png,480,640,car,1,453,93,540
^003024.png,480,640,car,138,450,302,544
^003024.png,480,640,car,311,447,471,541
^003026.png,640,480,cat,57,119,355,365
^003027.png,310,410,horse,182,238,278,300
^003027.png,310,410,horse,24,223,43,247
^003027.png,310,410,horse,50,240,87,301
^003028.png,375,500,dog,2,14,337,491
^003036.png,500,333,sheep,256,90,497,267
^003036.png,500,333,cow,3,29,302,330
^003037.png,500,375,sheep,9,36,389,372
^003041.png,500,394,person,22,1,500,393
^003043.png,640,480,bicycle,72,95,549,376
^003043.png,640,480,car,81,51,640,306
^003043.png,640,480,car,45,144,98,175
^003045.png,500,375,motorbike,17,68,439,375
^003046.png,500,333,person,153,4,414,333
^003046.png,500,333,person,118,116,153,188
^003046.png,500,333,person,171,114,201,181
^003046.png,500,333,person,359,54,454,333
^003046.png,500,333,person,152,128,165,156
^003046.png,500,333,person,141,123,153,139
^003047.png,500,375,cat,34,4,443,349
^003048.png,375,500,dog,149,307,301,390
^003048.png,375,500,person,1,276,32,356
^003052.png,500,375,bus,220,305,297,375
^003054.png,640,480,person,460,144,573,469
^003055.png,400,300,dog,111,115,252,262
^003055.png,400,300,person,126,63,303,299
^003056.png,500,375,cat,159,57,320,287
^003057.png,640,480,bicycle,112,60,451,469
^003059.png,375,500,bus,2,193,238,382
^003059.png,375,500,car,282,303,375,341
^003059.png,375,500,car,259,320,375,390
^003059.png,375,500,car,2,340,131,469
^003060.png,640,480,sheep,110,131,514,443
^003062.png,419,500,dog,124,178,299,251
^003062.png,419,500,dog,34,253,402,428
^003063.png,640,480,cow,166,123,436,409
^003066.png,500,332,horse,227,83,334,161
^003066.png,500,332,person,265,51,304,136
^003067.png,375,500,cat,4,104,349,473
^003070.png,500,333,dog,172,90,389,304
^003070.png,500,333,dog,1,110,157,333
^003070.png,500,333,person,98,1,207,303
^003070.png,500,333,dog,270,5,320,57
^003071.png,477,500,horse,12,38,442,500
^003071.png,477,500,person,202,9,367,500
^003072.png,640,480,cow,74,125,554,466
^003072.png,640,480,cow,487,208,547,258
^003073.png,500,375,sheep,235,202,425,375
^003073.png,500,375,person,71,26,199,350
^003073.png,500,375,person,281,112,404,375
^003073.png,500,375,person,397,176,486,375
^003074.png,640,480,sheep,217,113,445,362
^003081.png,640,480,car,27,147,598,371
^003082.png,500,375,motorbike,12,59,497,366
^003082.png,500,375,person,153,11,386,299
^003087.png,500,375,cat,84,135,267,344
^003087.png,500,375,person,123,68,185,173
^003087.png,500,375,person,231,65,313,175
^003089.png,374,500,motorbike,9,29,339,405
^003089.png,374,500,motorbike,186,3,374,295
^003091.png,500,296,bus,59,1,270,150
^003092.png,640,480,car,277,205,570,329
^003093.png,500,333,horse,63,12,500,333
^003094.png,500,375,person,281,2,330,112
^003094.png,500,375,person,221,1,281,112
^003094.png,500,375,motorbike,12,122,245,374
^003094.png,500,375,motorbike,148,108,355,347
^003094.png,500,375,motorbike,306,28,500,287
^003096.png,412,450,cat,1,34,355,437
^003097.png,500,396,horse,118,18,429,364
^003097.png,500,396,horse,25,88,114,229
^003097.png,500,396,horse,404,112,500,267
^003100.png,500,375,person,1,68,387,375
^003102.png,500,266,cat,35,51,475,238
^003104.png,500,375,horse,188,115,326,269
^003105.png,640,425,car,394,247,609,337
^003105.png,640,425,car,122,256,312,382
^003110.png,640,480,sheep,233,111,489,369
^003112.png,375,500,horse,43,18,279,500
^003113.png,500,375,dog,127,46,435,375
^003113.png,500,375,person,88,2,217,214
^003115.png,500,332,cat,59,5,404,329
^003116.png,500,375,cow,416,129,500,250
^003116.png,500,375,cow,366,130,433,246
^003116.png,500,375,cow,288,121,366,245
^003116.png,500,375,cow,234,114,302,248
^003116.png,500,375,cow,156,121,255,263
^003116.png,500,375,cow,106,121,181,260
^003116.png,500,375,cow,37,123,122,254
^003116.png,500,375,cow,1,209,10,221
^003116.png,500,375,cow,455,121,500,140
^003121.png,640,480,person,199,22,369,479
^003124.png,375,500,motorbike,161,262,355,384
^003124.png,375,500,person,194,189,291,356
^003125.png,302,500,horse,1,59,268,500
^003128.png,500,333,motorbike,187,123,379,224
^003128.png,500,333,person,228,69,324,186
^003128.png,500,333,motorbike,157,23,184,47
^003128.png,500,333,motorbike,301,24,330,47
^003128.png,500,333,person,161,12,173,29
^003128.png,500,333,person,302,11,316,30
^003129.png,400,300,cow,1,110,228,300
^003129.png,400,300,cow,31,92,309,222
^003133.png,470,500,cat,71,198,357,344
^003134.png,500,333,bicycle,64,4,482,332
^003135.png,640,480,car,100,103,605,304
^003135.png,640,480,person,314,125,346,161
^003138.png,640,480,sheep,165,153,349,387
^003140.png,640,480,sheep,241,128,522,337
^003140.png,640,480,sheep,78,89,199,269
^003142.png,362,500,horse,88,186,286,500
^003142.png,362,500,person,37,51,335,496
^003143.png,640,480,car,32,157,609,382
^003145.png,640,480,person,500,265,520,319
^003145.png,640,480,person,142,351,170,381
^003145.png,640,480,person,116,352,140,385
^003146.png,500,375,dog,3,2,367,190
^003148.png,640,425,person,307,220,365,340
^003150.png,500,430,dog,33,37,443,420
^003152.png,500,375,cat,74,64,466,266
^003154.png,240,320,dog,62,87,176,243
^003157.png,640,480,car,53,111,616,367
^003158.png,500,375,dog,54,51,300,375
^003159.png,640,480,car,304,151,507,313
^003159.png,640,480,car,238,130,279,170
^003159.png,640,480,car,334,127,397,166
^003159.png,640,480,person,308,105,333,182
^003160.png,500,375,cat,157,81,466,274
^003163.png,500,333,person,337,25,371,113
^003163.png,500,333,person,168,57,323,313
^003163.png,500,333,motorbike,89,119,396,288
^003168.png,640,480,car,4,4,578,464
^003169.png,640,480,bicycle,64,63,559,465
^003172.png,500,375,car,312,107,401,213
^003172.png,500,375,car,18,138,68,225
^003172.png,500,375,car,93,68,298,276
^003172.png,500,375,person,70,18,244,375
^003172.png,500,375,car,332,101,500,265
^003172.png,500,375,motorbike,66,95,267,375
^003174.png,500,430,horse,328,277,374,309
^003174.png,500,430,horse,287,276,330,309
^003174.png,500,430,horse,216,274,242,303
^003174.png,500,430,horse,182,274,208,305
^003174.png,500,430,person,76,251,132,369
^003177.png,500,375,dog,81,59,494,375
^003178.png,330,500,cat,3,7,277,500
^003179.png,500,375,motorbike,64,5,500,375
^003179.png,500,375,motorbike,1,14,139,375
^003179.png,500,375,motorbike,305,1,500,179
^003179.png,500,375,motorbike,146,2,288,47
^003179.png,500,375,motorbike,1,2,118,66
^003180.png,640,480,sheep,395,242,589,391
^003180.png,640,480,sheep,240,219,424,362
^003182.png,500,344,horse,245,187,370,276
^003182.png,500,344,horse,315,177,422,263
^003182.png,500,344,horse,127,182,253,268
^003182.png,500,344,person,167,152,197,232
^003182.png,500,344,person,291,152,323,239
^003182.png,500,344,person,338,150,373,203
^003186.png,500,375,bus,424,172,500,227
^003186.png,500,375,bus,196,166,301,231
^003186.png,500,375,bus,2,151,196,245
^003187.png,500,333,motorbike,72,49,378,305
^003188.png,375,500,dog,51,43,305,479
^003189.png,640,480,bicycle,143,49,427,441
^003191.png,640,425,car,170,17,344,121
^003191.png,640,425,car,367,71,518,160
^003191.png,640,425,person,227,317,261,393
^003191.png,640,425,person,160,341,191,414
^003191.png,640,425,person,150,321,177,379
^003195.png,640,480,cow,136,111,568,437
^003196.png,322,500,sheep,95,226,260,404
^003196.png,322,500,person,96,177,216,394
^003197.png,500,375,dog,73,39,429,328
^003198.png,500,375,cat,245,170,346,284
^003201.png,475,500,dog,61,229,444,498
^003201.png,475,500,person,56,36,408,472
^003206.png,500,375,dog,316,53,452,277
^003206.png,500,375,dog,151,50,365,278
^003206.png,500,375,dog,21,208,377,375
^003208.png,500,375,cat,222,124,343,272
^003208.png,500,375,person,20,81,279,260
^003209.png,640,480,bicycle,46,91,540,446
^003214.png,500,418,cat,38,70,479,322
^003215.png,640,480,car,36,142,607,359
^003216.png,500,373,horse,75,20,459,373
^003218.png,500,318,bus,96,116,299,218
^003218.png,500,318,car,308,173,452,225
^003218.png,500,318,car,55,165,82,185
^003218.png,500,318,car,32,164,51,177
^003218.png,500,318,car,22,162,33,176
^003218.png,500,318,car,6,163,21,173
^003218.png,500,318,car,392,172,431,191
^003218.png,500,318,car,426,176,444,193
^003218.png,500,318,car,314,170,336,186
^003220.png,333,500,dog,202,415,284,493
^003220.png,333,500,person,141,170,197,371
^003222.png,500,375,cow,249,100,395,375
^003222.png,500,375,cow,160,115,266,312
^003222.png,500,375,cow,344,11,416,62
^003222.png,500,375,cow,295,20,365,56
^003222.png,500,375,cow,4,2,58,112
^003224.png,500,333,sheep,76,76,227,301
^003227.png,461,500,horse,65,28,415,458
^003229.png,375,500,cat,22,48,375,466
^003231.png,500,375,motorbike,87,101,402,360
^003231.png,500,375,person,135,40,315,284
^003234.png,640,478,car,158,167,471,354
^003235.png,640,480,car,95,43,526,448
^003237.png,500,375,sheep,336,6,394,54
^003237.png,500,375,sheep,157,32,206,123
^003237.png,500,375,sheep,141,123,290,247
^003237.png,500,375,sheep,171,199,271,262
^003238.png,640,480,person,1,198,61,470
^003238.png,640,480,person,48,177,155,479
^003239.png,500,339,cat,7,4,496,331
^003240.png,640,480,bicycle,79,63,604,451
^003245.png,500,375,person,4,71,249,375
^003245.png,500,375,person,214,49,499,373
^003246.png,640,480,car,36,142,614,394
^003247.png,500,375,dog,138,71,499,375
^003248.png,640,480,person,209,14,284,182
^003248.png,640,480,person,8,1,59,46
^003248.png,640,480,person,196,3,272,77
^003248.png,640,480,person,380,3,410,37
^003248.png,640,480,person,300,159,355,368
^003248.png,640,480,person,339,166,371,246
^003248.png,640,480,person,396,242,449,299
^003250.png,500,409,person,27,130,97,291
^003250.png,500,409,person,94,127,153,288
^003250.png,500,409,person,153,117,211,286
^003250.png,500,409,person,210,124,267,331
^003251.png,640,480,dog,138,11,465,399
^003254.png,500,370,person,90,63,204,370
^003254.png,500,370,person,292,60,356,197
^003254.png,500,370,person,333,65,385,187
^003254.png,500,370,motorbike,224,109,408,220
^003254.png,500,370,car,1,53,227,318
^003254.png,500,370,car,207,74,473,204
^003254.png,500,370,car,226,48,473,145
^003256.png,640,480,bicycle,19,16,640,457
^003261.png,500,375,cat,176,27,500,374
^003269.png,640,480,bicycle,13,3,640,479
^003271.png,500,333,sheep,223,141,328,199
^003271.png,500,333,sheep,172,5,274,163
^003272.png,320,240,dog,21,23,287,240
^003273.png,500,375,bicycle,46,85,134,266
^003273.png,500,375,person,427,94,437,132
^003273.png,500,375,person,177,145,192,167
^003273.png,500,375,person,23,1,132,210
^003275.png,500,333,horse,7,20,370,300
^003275.png,500,333,horse,350,118,500,283
^003276.png,427,500,dog,72,53,370,500
^003278.png,500,375,cat,177,169,356,312
^003279.png,500,375,motorbike,1,4,75,232
^003279.png,500,375,person,46,33,263,375
^003279.png,500,375,person,114,2,162,68
^003280.png,640,480,car,93,26,526,425
^003284.png,500,370,cat,72,38,499,326
^003285.png,640,480,sheep,186,204,507,376
^003286.png,640,480,cow,58,84,555,379
^003287.png,500,375,sheep,196,216,312,310
^003287.png,500,375,person,76,192,201,297
^003288.png,500,332,cow,353,86,486,331
^003288.png,500,332,cow,1,48,443,328
^003289.png,500,399,cat,2,52,314,301
^003289.png,500,399,cat,236,75,456,399
^003291.png,500,333,motorbike,117,29,414,333
^003292.png,500,333,bus,20,1,500,330
^003294.png,640,480,car,94,39,464,465
^003294.png,640,480,car,1,158,83,420
^003297.png,500,375,bicycle,48,15,469,307
^003299.png,500,333,horse,107,94,440,330
^003299.png,500,333,person,223,22,307,237
^003301.png,500,375,motorbike,436,122,475,169
^003301.png,500,375,motorbike,235,116,284,181
^003301.png,500,375,motorbike,1,96,107,198
^003301.png,500,375,person,165,69,206,187
^003301.png,500,375,person,126,68,167,184
^003303.png,500,379,dog,109,92,401,324
^003304.png,640,480,car,37,137,638,443
^003309.png,640,480,car,175,121,354,251
^003309.png,640,480,car,2,130,80,187
^003310.png,640,480,car,77,169,524,358
^003311.png,640,480,cat,86,44,531,386
^003312.png,400,300,dog,76,1,304,223
^003313.png,375,500,bicycle,13,210,81,324
^003314.png,411,500,bicycle,121,7,275,500
^003319.png,500,375,motorbike,74,71,347,254
^003320.png,375,500,cat,78,92,348,500
^003321.png,500,375,car,3,61,303,344
^003321.png,500,375,car,363,113,500,199
^003321.png,500,375,person,1,49,63,111
^003321.png,500,375,person,319,126,330,151
^003321.png,500,375,person,330,137,335,151
^003321.png,500,375,person,344,124,351,142
^003321.png,500,375,person,356,119,366,153
^003321.png,500,375,person,401,100,430,141
^003321.png,500,375,person,383,112,397,137
^003325.png,368,500,dog,56,36,339,500
^003326.png,500,353,person,434,194,492,333
^003326.png,500,353,person,374,170,416,305
^003326.png,500,353,cow,22,188,189,293
^003327.png,500,333,person,136,48,371,331
^003329.png,375,500,person,190,140,347,492
^003329.png,375,500,bus,1,40,244,213
^003329.png,375,500,car,89,154,285,245
^003329.png,375,500,person,288,134,336,220
^003330.png,640,480,person,294,188,337,305
^003333.png,640,480,car,86,140,600,372
^003334.png,640,480,car,49,173,251,254
^003334.png,640,480,motorbike,271,185,362,245
^003334.png,640,480,person,289,152,336,245
^003335.png,455,500,cat,3,47,423,496
^003337.png,640,480,cow,121,187,468,338
^003339.png,500,375,sheep,260,122,351,184
^003339.png,500,375,sheep,185,117,238,184
^003344.png,640,480,car,90,73,552,448
^003345.png,500,399,cat,73,168,484,379
^003345.png,500,399,person,19,6,495,334
^003348.png,640,480,sheep,172,136,600,425
^003350.png,500,375,person,330,120,467,372
^003350.png,500,375,person,162,170,351,375
^003350.png,500,375,person,26,140,239,372
^003351.png,640,480,sheep,148,132,547,404
^003352.png,500,377,cat,213,108,500,377
^003352.png,500,377,cat,1,9,415,377
^003355.png,375,500,bicycle,99,220,375,500
^003355.png,375,500,person,111,25,368,500
^003357.png,640,480,cow,256,156,487,354
^003358.png,640,480,car,142,373,270,437
^003358.png,640,480,bicycle,473,385,538,437
^003358.png,640,480,bicycle,397,386,457,433
^003359.png,400,300,dog,82,28,329,300
^003359.png,400,300,person,143,14,400,300
^003360.png,640,480,person,536,292,557,355
^003360.png,640,480,person,607,296,629,342
^003360.png,640,480,person,467,294,485,336
^003360.png,640,480,person,518,292,537,332
^003360.png,640,480,person,398,299,405,317
^003360.png,640,480,person,453,297,461,313
^003360.png,640,480,person,314,302,322,309
^003360.png,640,480,person,179,296,190,320
^003363.png,333,500,dog,12,1,333,496
^003364.png,500,375,bus,127,16,379,359
^003364.png,500,375,bus,79,116,138,288
^003364.png,500,375,car,28,215,81,268
^003364.png,500,375,car,1,220,30,252
^003371.png,500,375,car,199,189,269,220
^003371.png,500,375,car,258,187,291,202
^003371.png,500,375,car,33,176,118,212
^003371.png,500,375,car,357,187,372,209
^003371.png,500,375,person,369,184,384,235
^003371.png,500,375,bus,341,177,370,195
^003371.png,500,375,bus,305,175,341,199
^003371.png,500,375,bus,251,172,305,199
^003371.png,500,375,bus,142,170,250,204
^003371.png,500,375,bus,2,167,53,213
^003373.png,640,480,car,45,126,588,368
^003374.png,320,240,sheep,182,67,301,171
^003374.png,320,240,sheep,155,52,265,147
^003374.png,320,240,sheep,21,50,102,163
^003374.png,320,240,sheep,1,24,84,78
^003378.png,500,374,cow,272,120,441,304
